transaction,category
mahanagar gas*,Utilities
Transit,Transportation
udaan #193,Shopping
PANTALOONS,Shopping
limeroad,Shopping
Poorvika,Shopping
Srl Diagnostics,Health
ola/shop,Transportation
petrol*,Fuel
Exxon,Fuel
kroger.com,Groceries
blusart,Transportation
aictel,Utilities
gagoline,Fuel
jio mart.com,Groceries
domins india,Food & Dining
  petrol  ,Fuel
tIKoNa,Utilities
MEGA CABS,Transportation
enertainment,Entertainment
poorvika,Shopping
  max healthcare  ,Health
haldiramb,Food & Dining
playstation,Entertainment
vublix,Groceries
hypercity #6251,Groceries
BB,Groceries
CM,Transportation
AMUsEmEnt,Entertainment
GRocEry,Groceries
  moti mahal  ,Food & Dining
zepto store 37,Groceries
idea store 181,Utilities
croma,Shopping
erosnow/shop,Entertainment
msrtc store 224,Transportation
bharat petroleum*,Fuel
mobil #5745,Fuel
jimart,Groceries
indian railways 701 main st,Transportation
ALTBaLajI,Entertainment
DISNEY+ HOTSTAR,Entertainment
cafe #6594,Food & Dining
kiesel,Fuel
hyperciy,Groceries
airtel digital tv,Utilities
Lybrate,Health
WENDYS,Food & Dining
  bsnl  ,Utilities
onemg,Health
FH,Health
chIpOtle,Food & Dining
wendys store 198,Food & Dining
marathon,Fuel
Lunchbox,Food & Dining
myupchar.com,Health
rail.com,Transportation
WOODLAND,Shopping
att #9027,Utilities
  fuel  ,Fuel
namma metro,Transportation
max hospital 622 main st,Health
bg basket,Groceries
max hospital,Health
RESTAURANT,Food & Dining
safeway-store,Groceries
lyft 11 main st,Transportation
steam*,Entertainment
THEATER,Entertainment
The Burger Club,Food & Dining
AG,Fuel
srl diagnistics,Health
hotstar-store,Entertainment
fare,Transportation
diesel 791 main st,Fuel
albalaji,Entertainment
woodland #4881,Shopping
NM,Transportation
metro cash/shop,Groceries
biryani blues,Food & Dining
reliance petrol.com,Fuel
act broadband store 247,Utilities
westside #1371,Shopping
paytm bus,Transportation
haldiram.com,Food & Dining
aIRteL DIgItAl Tv,Utilities
lybrate store 198,Health
indraprastha gas.com,Utilities
adidas/shop,Shopping
flipkart*,Shopping
d mart*,Groceries
concort,Entertainment
meesho,Shopping
essar oil,Fuel
chepron,Fuel
Spencer'S,Groceries
delhi metro,Transportation
max healthcare 328 main st,Health
wockhardt #6255,Health
reliance digital #9556,Shopping
kfc #6832,Food & Dining
EO,Fuel
UBER INDIA,Transportation
delhi metro store 288,Transportation
dining #9866,Food & Dining
  amazon india  ,Shopping
reliance igital,Shopping
SUPER BAZAR,Groceries
  paytm movies  ,Entertainment
nilgiri's store 207,Groceries
kfc,Food & Dining
Bsnl,Utilities
qaana,Entertainment
  vodafone idea  ,Utilities
Mobil,Fuel
jio mart 882 main st,Groceries
Cinepolis,Entertainment
blinkit-store,Groceries
naaptoq,Shopping
gas station,Fuel
mega cabs,Transportation
nayara energy #7115,Fuel
grocery*,Groceries
irani cafe store 314,Food & Dining
shll,Fuel
  ola  ,Transportation
BM,Transportation
verizon*,Utilities
taXi,Transportation
Meesho,Shopping
pspcl*,Utilities
onemg,Health
gap/shop,Shopping
eros now.com,Entertainment
haldirams,Food & Dining
sunoco #4182,Fuel
  saravana bhavan  ,Food & Dining
chevron,Fuel
  bharat petroleum  ,Fuel
WaLMART,Groceries
concert 755 main st,Entertainment
bses.com,Utilities
jio bp,Fuel
sahakari bhandar #4852,Groceries
  electric  ,Utilities
care hospital*,Health
hpcl,Fuel
d2h,Utilities
wegmans 958 main st,Groceries
reliance petroleum,Fuel
internet/shop,Utilities
sarAVAnA BhAVaN,Food & Dining
Disney,Entertainment
nature's basket,Groceries
haldxram,Food & Dining
  bmtc  ,Transportation
act broadband #4483,Utilities
nilgiri's,Groceries
PHaRmEasy,Health
prime video india-store,Entertainment
jabong,Shopping
reliane trends,Shopping
MCDONALDS,Food & Dining
barista*,Food & Dining
hpcl 471 main st,Fuel
Indian Railways,Transportation
aMUseMeNt,Entertainment
medicover*,Health
altbalaji 642 main st,Entertainment
AMAZON PRIME,Entertainment
book my show/shop,Entertainment
PVI,Entertainment
bpcl,Fuel
ajio,Shopping
GaMEs THE SHOP,Entertainment
walmart*,Shopping
faravana bhavan,Food & Dining
theater #586,Entertainment
health*,Health
dmrc*,Transportation
dr lal pathlabs,Health
OVEN STORY,Food & Dining
WALGREENS,Health
saravana bhaan,Food & Dining
neTmeds,Health
mx player #5761,Entertainment
  bsnl  ,Utilities
cdupi,Food & Dining
sunoco store 67,Fuel
macys.com,Shopping
koovs store 388,Shopping
  breach candy  ,Health
bus,Transportation
dtc,Transportation
blrger,Food & Dining
  fortis hospital  ,Health
cinepolis 460 main st,Entertainment
box8,Food & Dining
MOti mAHAl,Food & Dining
igl,Utilities
Mtnl,Utilities
fuel,Fuel
SB,Food & Dining
taxi,Transportation
  sahakari bhandar  ,Groceries
adidas-store,Shopping
aha-store,Entertainment
Box8,Food & Dining
reliance power,Utilities
reliancs power,Utilities
fare 1 main st,Transportation
spencers*,Groceries
NILGIRIS,Groceries
jio cinema.com,Entertainment
internet 687 main st,Utilities
tata cliq #9611,Shopping
BLUSMART,Transportation
grofers,Groceries
shell indua,Fuel
cng/shop,Fuel
MOtheRhOod,Health
barista 525 main st,Food & Dining
Amusement,Entertainment
bURger KinG INDIA,Food & Dining
lyft/shop,Transportation
jioart,Groceries
gap 916 main st,Shopping
bestbuy*,Shopping
games,Entertainment
onemg 437 main st,Health
movie*,Entertainment
Subway,Food & Dining
flipkart supermart/shop,Groceries
auto gas-store,Fuel
iRANi cAfe,Food & Dining
koovs*,Shopping
hindustan petroleum,Fuel
blinkit-store,Groceries
games.com,Entertainment
ksrtc,Transportation
cARNival cinEmAs,Entertainment
playstation #9543,Entertainment
nature's basket-store,Groceries
telecom-store,Utilities
hospital*,Health
abhibus #8139,Transportation
lifestyle/shop,Shopping
star bazaar,Groceries
indraprastha gas-store,Utilities
spencer's-store,Groceries
blu smart store 415,Transportation
dish tv-store,Utilities
HiNdusTAn pETRoLeUM,Fuel
AMI,Entertainment
jiomart #8977,Groceries
Bigbasket,Groceries
maaptol,Shopping
hoichoi,Entertainment
mumbai metro #1926,Transportation
  erosnow  ,Entertainment
fare,Transportation
TRANSIT,Transportation
  jio saavn  ,Entertainment
namma metro-store,Transportation
namma mtro,Transportation
bharat petroleum/shop,Fuel
concert,Entertainment
shell india/shop,Fuel
tata cliq #8459,Shopping
WYNK MUSIC,Entertainment
jiosaavn,Entertainment
fres menu,Food & Dining
irani cafe*,Food & Dining
cafe coffee day,Food & Dining
  care hospital  ,Health
gasoline*,Fuel
rite aid.com,Health
inox.com,Entertainment
best 396 main st,Transportation
essar oil.com,Fuel
samsung store.com,Shopping
adidas*,Shopping
retail 533 main st,Shopping
bp,Fuel
gamestheshop 930 main st,Entertainment
stEaM,Entertainment
bpcl 635 main st,Fuel
dmart #1763,Groceries
Bus,Transportation
wegmans #5713,Groceries
bp store 101,Fuel
RELIANCE POWER,Utilities
cloudnine.com,Health
  instamart  ,Groceries
naryana health,Health
mega cabs store 376,Transportation
publix/shop,Groceries
petrol #6073,Fuel
apollo pharzacy,Health
PETROL,Fuel
dunzo.com,Groceries
punjabi dhaba.com,Food & Dining
subway india 622 main st,Food & Dining
myupchar 425 main st,Health
shel india,Fuel
parking store 39,Transportation
reliance petrol/shop,Fuel
amazon indii,Shopping
care hospital-store,Health
paytm mall.com,Shopping
Lifestyle,Shopping
spotify #9112,Entertainment
SUBWAY,Food & Dining
InDIaMART,Shopping
fare 557 main st,Transportation
cLInic,Health
hypercity 107 main st,Groceries
Pharmeasy,Health
  raymond  ,Shopping
taco bell/shop,Food & Dining
  sun nxt  ,Entertainment
swiggy-store,Food & Dining
exXon,Fuel
REDBUS,Transportation
bIKAneRVALA,Food & Dining
Act Fibernet,Utilities
steam store 214,Entertainment
youtube music 222 main st,Entertainment
sunoco/shop,Fuel
Meru Cabs,Transportation
nayara energy 402 main st,Fuel
clinic-store,Health
  paytm movies  ,Entertainment
bigbasket-store,Groceries
  indian railways  ,Transportation
Nextra,Utilities
  bp  ,Fuel
apollo clinic.com,Health
jiocinema,Entertainment
bistro store 23,Food & Dining
gail,Utilities
red us,Transportation
hldirams,Food & Dining
taco bell india.com,Food & Dining
one plus store 441,Shopping
MOtHERhooD,Health
more megastore store 326,Groceries
croma,Shopping
narayana health 623 main st,Health
utilities 510 main st,Utilities
taco bell india-store,Food & Dining
verizon,Utilities
samsunj store,Shopping
oven story.com,Food & Dining
lax fashion,Shopping
pharmesy,Health
rite aid 978 main st,Health
vodafone 347 main st,Utilities
wockhardt,Health
rELiANcE fresH,Groceries
super bazar,Groceries
TATASKY,Utilities
bikanervala*,Food & Dining
westide,Shopping
youtube music.com,Entertainment
easyday-store,Groceries
shopper's stop 656 main st,Shopping
walmart,Groceries
jio bp.com,Fuel
burger king india store 42,Food & Dining
aldi/shop,Groceries
bsnl-store,Utilities
GC,Utilities
youtube music.com,Entertainment
udaan-store,Shopping
tatasky-store,Utilities
tata sky #7060,Utilities
trader joes,Groceries
act fibernet/shop,Utilities
mall,Shopping
book my show*,Entertainment
taco bell india store 348,Food & Dining
  diesel  ,Fuel
GAS StATION,Fuel
uber 823 main st,Transportation
truemeds store 63,Health
AG,Fuel
relIAnCE digItAl,Shopping
nayara energy,Fuel
24 seen,Groceries
dieel,Fuel
bmtc*,Transportation
tneb #2149,Utilities
gas company.com,Utilities
  the burger club  ,Food & Dining
deebok,Shopping
POWER,Utilities
fab india,Shopping
medical #8539,Health
  exxon  ,Fuel
fresh store 202,Groceries
dental*,Health
jabong,Shopping
CM,Transportation
1mg 925 main st,Health
PSPCL,Utilities
mat hospital,Health
uber,Transportation
reliance power,Utilities
udupi,Food & Dining
pharmeasy store 274,Health
  spar  ,Groceries
jio mart #1554,Groceries
indian oil.com,Fuel
jio cinema*,Entertainment
Safeway,Groceries
  delhi metro  ,Transportation
alt balaji*,Entertainment
Amazon,Shopping
medicine 661 main st,Health
ZOMATO,Food & Dining
IOCL,Fuel
energy #5874,Utilities
Indian Oil,Fuel
bpcl,Fuel
biryani blues store 175,Food & Dining
amazon prime/shop,Entertainment
phlne,Utilities
  shop  ,Shopping
BB,Food & Dining
flipkart 714 main st,Shopping
craftsvilla,Shopping
kfc.com,Food & Dining
essar oil store 281,Fuel
limeroad,Shopping
fabindia 70 main st,Shopping
plystation,Entertainment
nike store 145,Shopping
idea store 496,Utilities
  entertainment  ,Entertainment
diesel store 90,Fuel
gusoline,Fuel
blusmat,Transportation
  namma metro  ,Transportation
  taco bell india  ,Food & Dining
cinepolis 832 main st,Entertainment
meru abs,Transportation
iocl store 359,Fuel
igl,Utilities
KOLKATA METRO,Transportation
rainbow hosxital,Health
Sunoco,Fuel
spotify india,Entertainment
chevron.com,Fuel
diner,Food & Dining
twenty four seven store 383,Groceries
miraj cinemas,Entertainment
jslok,Health
metrm cash,Groceries
Act Broadband,Utilities
more megastore store 493,Groceries
reliance petrol*,Fuel
cafe.com,Food & Dining
d mart store 235,Groceries
behropz biryani,Food & Dining
AB,Utilities
telecom-store,Utilities
naaptol,Shopping
domios,Food & Dining
costco/shop,Groceries
apple music india*,Entertainment
  games the shop  ,Entertainment
natures basket 694 main st,Groceries
saeway,Groceries
  shell  ,Fuel
  kolkata metro  ,Transportation
lybrate #1331,Health
starbucks*,Food & Dining
reliance power.com,Utilities
kfc india.com,Food & Dining
spotify india store 1,Entertainment
sony liv,Entertainment
netflix 332 main st,Entertainment
gas statvon,Fuel
Gasoline,Fuel
jiq bp,Fuel
vi store 244,Utilities
exxon*,Fuel
SUBWAY INDIA,Food & Dining
jiosaavn*,Entertainment
amusement store 144,Entertainment
dtc,Transportation
biryani blues/shop,Food & Dining
shoppor's stop,Shopping
cloudnine #1690,Health
cble,Utilities
tpco bell,Food & Dining
coffee,Food & Dining
rite aid,Health
enery,Utilities
dominos india,Food & Dining
reLiaNCe jiO,Utilities
narayana health,Health
srl diagnostics #582,Health
jio saavn,Entertainment
netmeds 778 main st,Health
blu smart*,Transportation
manipal hospital 522 main st,Health
ola,Transportation
dunzo,Groceries
BpCl,Fuel
altbalaji 271 main st,Entertainment
swiggy instamart.com,Food & Dining
BS,Transportation
cafe coffee day-store,Food & Dining
reliance petroleum #6166,Fuel
truemeds,Health
big basket #9024,Groceries
samsung store-store,Shopping
jio saaqn,Entertainment
grofers #3921,Groceries
pUMa,Shopping
game the shop,Entertainment
Fortis Hospital,Health
parking #7867,Transportation
  subway  ,Transportation
airtel,Utilities
grocery,Groceries
starbucks,Food & Dining
nykaa 635 main st,Shopping
mega cabs*,Transportation
fortis hospital.com,Health
transit #4788,Transportation
jabong,Shopping
Bp,Fuel
PetRoL,Fuel
HINDUSTAN PETROLEUM,Fuel
forts,Health
HATHWAY,Utilities
starbucks store 348,Food & Dining
  hinduja hospital  ,Health
fresc menu,Food & Dining
gaestheshop,Entertainment
relianc fresh,Groceries
JB,Fuel
apple store 210 main st,Shopping
fuel store 104,Fuel
  amazon prime  ,Entertainment
Big Bazaar,Groceries
pspcl.com,Utilities
wow momo store 96,Food & Dining
MACYS,Shopping
  tikona  ,Utilities
forsis,Health
oVEnStOry,Food & Dining
24 SEVEN,Groceries
DMART READY,Groceries
crma,Shopping
hpcl.com,Fuel
medplus,Health
decathlon india,Shopping
GroCeRY,Groceries
haldirams 120 main st,Food & Dining
vodafone idea store 342,Utilities
diesl,Fuel
igl,Utilities
Dmrc,Transportation
PANERA,Food & Dining
youtuce music,Entertainment
hharmacy,Health
MEGA CABS,Transportation
  truemeds  ,Health
nature's basket store 301,Groceries
TARGET,Groceries
more.com,Groceries
  hoichoi  ,Entertainment
jio bp store 125,Fuel
rEsTAUrAnT,Food & Dining
restaurant*,Food & Dining
bmtc #4167,Transportation
jiocinema,Entertainment
more megastore.com,Groceries
BEHROUZ BIRYANI,Food & Dining
PaYTM BUS,Transportation
UBER INDIA,Transportation
frESHMeNu,Food & Dining
max fashion*,Shopping
subway,Food & Dining
  pvr  ,Entertainment
transport/shop,Transportation
red bus,Transportation
erosnow,Entertainment
fresh menu.com,Food & Dining
DISHTV,Utilities
gAS stAtIOn,Fuel
CM,Transportation
medicover-store,Health
concert-store,Entertainment
lunchbox,Food & Dining
jio cinema.com,Entertainment
  den  ,Utilities
pharmacy,Health
RP,Fuel
Mall,Shopping
BHARAT PETROLEUM,Fuel
abhibus.com,Transportation
swiggy instamart,Food & Dining
taco bell india*,Food & Dining
  hpcl  ,Fuel
lifestyl stores,Shopping
nature's basket #8295,Groceries
raymond/shop,Shopping
Msedcl,Utilities
raymond/shop,Shopping
adidas store 425,Shopping
gedicover,Health
mahanagar as,Utilities
hindustan petroleum 110 main st,Fuel
gail*,Utilities
medical*,Health
  rapido  ,Transportation
motherhood*,Health
aldi #3596,Groceries
nextra-store,Utilities
croma/shop,Shopping
Jio Bp,Fuel
  hpcl  ,Fuel
JIO CINEMA,Entertainment
KolKAta Metro,Transportation
  internet  ,Utilities
  bpcl  ,Fuel
  meesho  ,Shopping
tatacliq-store,Shopping
oneplus store.com,Shopping
  ksrtc  ,Transportation
entertainment/shop,Entertainment
westside,Shopping
supermarket,Groceries
  cesc  ,Utilities
store-store,Shopping
gasoline #3365,Fuel
SB,Groceries
water.com,Utilities
msrtc,Transportation
mOrE mEgAsTORe,Groceries
nykak fashion,Shopping
exxon #8774,Fuel
clinic,Health
srl diagnostics.com,Health
fuel/shop,Fuel
idea*,Utilities
book my show,Entertainment
tneb*,Utilities
games the shop,Entertainment
transit,Transportation
ksrtc.com,Transportation
bharat petroleum 181 main st,Fuel
  metro  ,Transportation
breach candy-store,Health
  narayana health  ,Health
sell,Fuel
petrol 27 main st,Fuel
relance trends,Shopping
kolkata etro,Transportation
amazon 259 main st,Shopping
dmrc.com,Transportation
  nature's basket  ,Groceries
inox store 410,Entertainment
rAiNbow HOSpiTAl,Health
Airtel,Utilities
bUs,Transportation
saFewaY,Groceries
  jio cinema  ,Entertainment
truemeds,Health
foRTIS,Health
2S,Groceries
max hopital,Health
HINDUSTAN PETROLEUM,Fuel
reliance petrol-store,Fuel
subway,Transportation
rubel foods,Food & Dining
disney hotstar,Entertainment
hindustan petroleum-store,Fuel
KOCHi MetRo,Transportation
nilgiri's.com,Groceries
raymond,Shopping
  indian railways  ,Transportation
  mahanagar gas  ,Utilities
shell india*,Fuel
lberty,Shopping
PUMa,Shopping
star bazaar,Groceries
  mfine  ,Health
power-store,Utilities
subway,Transportation
blu smrt,Transportation
srl diagngstics,Health
zepto,Groceries
bistro 94 main st,Food & Dining
JIO CINEMA,Entertainment
myupchar*,Health
  essar oil  ,Fuel
Miraj Cinemas,Entertainment
nilgiris,Groceries
disney hotstar-store,Entertainment
hpcl store 312,Fuel
DMART READY,Groceries
internet.com,Utilities
CHENNAI METRO,Transportation
playstation*,Entertainment
punjabi dhaba 55 main st,Food & Dining
att.com,Utilities
hulu*,Entertainment
myntra/shop,Shopping
bestbuy,Shopping
disney store 307,Entertainment
gasolire,Fuel
snapdeal.com,Shopping
myupchar,Health
gas station/shop,Fuel
  hypercity  ,Groceries
games,Entertainment
burger,Food & Dining
Mx PlayeR,Entertainment
airtel-store,Utilities
kroger*,Groceries
AUTO GAS,Fuel
APNa bAzaar,Groceries
shop store 166,Shopping
Exxon,Fuel
DOCTOR,Health
abhibus/shop,Transportation
amazon #5788,Shopping
SUpErMARkeT,Groceries
Biryani Blues,Food & Dining
  shell  ,Fuel
Medicover,Health
swiggy instamart*,Food & Dining
taco bell india-store,Food & Dining
store/shop,Shopping
hypercity-store,Groceries
udupi 318 main st,Food & Dining
med plus-store,Health
indraprasuha gas,Utilities
you broadband*,Utilities
faasos 92 main st,Food & Dining
NETMEDS,Health
jio saavn.com,Entertainment
apple music india #3655,Entertainment
Practo,Health
tradar joes,Groceries
bpcl*,Fuel
more meastore,Groceries
auto gas 982 main st,Fuel
FREsh,Groceries
jiocipema,Entertainment
target-store,Groceries
games thefshop,Entertainment
gana,Entertainment
power store 116,Utilities
lunchboh,Food & Dining
disney+ hotstar,Entertainment
olacabs,Transportation
phone,Utilities
Pizza,Food & Dining
iocl,Fuel
water #6940,Utilities
raymond*,Shopping
spectra store 260,Utilities
Msedcl,Utilities
Dmrc,Transportation
